#,Patient Code,PAT id(SSAM),Accession,Name,Species-group,Species,Group,Subtype,Country,Sampling Year,HXB2/MAC239 start,HXB2/MAC239 stop,Sequence Length,Organism
1395,1550,8879,AF284048,RU1550,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1396,1551,15151,AF284049,RU1551,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1397,1553,8880,AF284050,RU1553,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1398,1554,8881,AF284051,RU1554,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1399,1555,8882,AF284052,RU1555,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1400,1556,8883,AF284053,RU1556,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1401,1557,8884,AF284054,RU1557,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1402,1568,15152,AF284055,RU1568,PLV,HIV-1,M,A,RUSSIAN FEDERATION,1999,7035,7307,267,HIV-1
1403,1569,8885,AF284056,RU1569,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2000,7035,7307,267,HIV-1
1404,1572,8886,AF284057,RU1572,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2000,7035,7307,267,HIV-1
1405,15579,8887,AF284058,RU1579,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2000,7035,7307,267,HIV-1
1406,15580,8888,AF284059,RU1580,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2000,7035,7307,267,HIV-1
1407,15581,8889,AF284060,RU1581,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2000,7035,7307,267,HIV-1
1408,15582,15153,AF284061,RU1583,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2000,7035,7307,267,HIV-1
1409,,,AF286573,EE37,PLV,HIV-1,M,A,ESTONIA,,7002,7346,339,HIV-1
1410,,,AF307649,94UG175,PLV,HIV-1,M,A,UGANDA,1994,7905,8270,366,HIV-1
1411,,,AF307650,94UG200,PLV,HIV-1,M,A,UGANDA,1994,7905,8270,366,HIV-1
1412,,,AF307651,95UG204,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1413,,,AF307652,95UG298,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1414,,,AF307653,95UG101,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1415,,,AF307654,95UG105,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1416,,,AF307655,95UG114,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1417,,,AF307656,95UG118,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1418,,,AF307657,95UG120,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1419,,,AF307658,95UG131,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1420,,,AF307659,95UG134,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1421,,,AF307660,95UG152,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1422,,,AF307661,95UG154,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1423,,,AF307662,95UG159,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1424,,,AF307663,95UG179,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1425,,,AF307664,95UG211,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1426,,,AF307665,95UG232,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1427,,,AF307666,95UG234,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1428,,,AF307667,95UG235,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1429,,,AF307668,95UG242,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1430,,,AF307669,95UG244,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1431,,,AF307670,95UG245,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1432,,,AF307671,95UG259,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1433,,,AF307672,95UG295,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1434,,,AF307673,95UG30,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1435,,,AF307674,95UG300,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1436,,,AF307675,95UG341,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1437,,,AF307676,95UG350,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1438,,,AF307677,95UG352,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1439,,,AF307678,95UG381,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1440,,,AF307679,95UG391,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1441,,,AF307680,95UG435,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1442,,,AF307681,95UG436,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1443,,,AF307682,95UG447,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1444,,,AF307683,95UG448,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1445,,,AF307684,95UG471,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1446,,,AF307685,95UG474,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1447,,,AF307686,95UG476,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1448,,,AF307687,95UG48,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1449,,,AF307688,95UG493,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1450,,,AF307689,95UG53,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1451,,,AF307690,95UG54,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1452,,,AF307691,95UG80,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1453,,,AF307692,95UG95,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1454,,,AF307693,95UG96,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1455,,,AF307694,95UG97,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1456,,,AF307695,97UG360,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1457,,,AF307696,97UG380,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1458,,,AF307697,97UG392,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1459,,,AF307698,97UG398,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1460,,,AF307699,97UG439,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1461,,,AF307700,97UG444,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1462,,,AF307701,97UG464,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1463,,,AF307702,97UG466,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1464,,,AF307703,97UG468,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1465,,,AF307704,97UG470,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1466,,,AF307705,97UG481,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1467,,,AF307706,97UG482,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1468,,,AF307707,97UG485,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1469,,,AF307708,97UG487,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1470,,,AF307709,97UG494,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1471,,,AF307710,97UG496,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1472,,,AF307711,97UG504,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1473,,,AF307712,97UG508,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1474,,,AF307713,97UG509,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1475,,,AF307714,97UG539,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1476,,,AF307715,97UG555,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1477,,,AF307716,97UG557,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1478,,,AF307717,97UG559,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1479,,,AF307718,97UG562,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1480,,,AF307719,97UG563,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1481,,,AF307720,97UG564,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1482,,,AF307721,97UG570,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1483,,,AF307722,97UG612,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1484,,,AF307723,97UG613,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1485,,,AF307724,97UG615,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1486,,,AF307725,97UG617,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1487,619,8178,AF307726,97UG619,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1488,678,8177,AF307727,97UG678,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1489,725,8176,AF307728,97UG725,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1490,728,8175,AF307729,97UG728,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1491,729,8174,AF307730,97UG729,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1492,796,8173,AF307731,97UG796,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1493,797,8172,AF307732,97UG797,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1494,827,8171,AF307733,97UG827,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1495,829,8170,AF307734,97UG829,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1496,831,15027,AF307735,97UG831,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1497,,,AF307736,95UG165,PLV,HIV-1,M,A,UGANDA,1995,7905,8269,365,HIV-1
1498,,,AF307737,95UG246,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1499,,,AF307738,95UG6,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1500,,,AF307739,95UG396,PLV,HIV-1,M,A,UGANDA,1995,7905,8270,366,HIV-1
1501,,,AF307740,97UG448,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1502,,,AF307741,97UG474,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1503,,,AF307742,97UG497,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1504,,,AF307743,97UG568,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1505,793,15028,AF307744,97UG793,PLV,HIV-1,M,A,UGANDA,1997,7905,8270,366,HIV-1
1506,,,AF307759,TZ25,PLV,HIV-1,M,A,TANZANIA,,7074,7211,135,HIV-1
1507,,,AF315754,25,PLV,HIV-1,M,A,GREECE,2000,2670,3281,612,HIV-1
1508,,,AF315768,41,PLV,HIV-1,M,A,GREECE,2000,2670,3281,612,HIV-1
1509,,,AF330708,PATIENT_15,PLV,HIV-1,M,A,FRANCE,,2253,2550,298,HIV-1
1510,,,AF330756,PATIENT_06,PLV,HIV-1,M,A,FRANCE,,2622,3282,661,HIV-1
1511,,,AF330779,PATIENT_15,PLV,HIV-1,M,A,FRANCE,,2598,3263,666,HIV-1
1512,,,AF330783,PATIENT_17,PLV,HIV-1,M,A,FRANCE,,2540,3239,700,HIV-1
1513,,,AF331108,99ES_MO1527,PLV,HIV-1,M,A,EQUATORIAL GUINEA,1999,7854,8251,398,HIV-1
1514,,,AF331676,PT1,PLV,HIV-1,M,A,UNITED STATES,1997,2550,3299,750,HIV-1
1515,,,AF331677,PT2,PLV,HIV-1,M,A,UNITED STATES,1997,2550,3299,750,HIV-1
1516,,,AF331690,PT1,PLV,HIV-1,M,A,UNITED STATES,1997,2253,2549,297,HIV-1
1517,,,AF331691,PT2,PLV,HIV-1,M,A,UNITED STATES,1997,2253,2549,297,HIV-1
1518,,,AF331692,PT3,PLV,HIV-1,M,A,UNITED STATES,1997,2253,2549,297,HIV-1
1519,,,AF343902,IC2239,PLV,HIV-1,M,A,COTE D'IVOIRE,,7905,8270,366,HIV-1
1520,,,AF354008,9041,PLV,HIV-1,M,A,SPAIN,,2253,2549,297,HIV-1
1521,,,AF354009,714,PLV,HIV-1,M,A,SPAIN,,2253,2549,297,HIV-1
1522,B-5686,1029,AF354010,B5686,PLV,HIV-1,M,A,SPAIN,,2253,2549,297,HIV-1
1523,,,AF354011,19595,PLV,HIV-1,M,A,SPAIN,,2253,2549,297,HIV-1
1524,LB26,3062,AF355291,99CMLB26,PLV,HIV-1,M,A,CAMEROON,1999,877,1509,633,HIV-1
1525,LB4,3063,AF355303,99CMLB4,PLV,HIV-1,M,A,CAMEROON,1999,2280,2933,654,HIV-1
1526,LB25,3061,AF355309,99CMLB25,PLV,HIV-1,M,A,CAMEROON,1999,2280,2933,654,HIV-1
1527,P59,13962,AF383298,P59,PLV,HIV-1,M,A,UGANDA,,7052,7333,276,HIV-1
1528,P64,1336,AF383299,P64,PLV,HIV-1,M,A,UGANDA,,7052,7333,276,HIV-1
1529,P50,1341,AF383300,P50,PLV,HIV-1,M,A,UGANDA,,7052,7333,276,HIV-1
1530,P61,1342,AF383301,P61,PLV,HIV-1,M,A,UGANDA,,7052,7333,279,HIV-1
1531,P55,1343,AF383302,P55,PLV,HIV-1,M,A,UGANDA,,7052,7333,273,HIV-1
1532,P50,1341,AF383305,P50_51,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1533,P50,1341,AF383306,P50_79,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1534,P50,1341,AF383307,P50_54,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1535,P50,1341,AF383308,P50_11,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1536,P50,1341,AF383309,P50_1,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1537,P50,1341,AF383310,P50_71,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1538,P50,1341,AF383311,P50_24,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1539,P50,1341,AF383312,P50_18,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1540,P50,1341,AF383313,P50_4,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1541,P50,1341,AF383314,P50_16,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1542,P50,1341,AF383315,P50_60,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1543,P50,1341,AF383316,P50_5,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1544,P50,1341,AF383317,P50_14,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1545,P50,1341,AF383318,P50_58,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1546,P50,1341,AF383319,P50_77,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1547,P50,1341,AF383320,P50_22,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1548,P50,1341,AF383321,P50_23,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1549,P50,1341,AF383322,P50_78,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1550,P50,1341,AF383323,P50_69,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1551,P50,1341,AF383324,P50_27,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1552,P50,1341,AF383325,P50_52,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1553,P50,1341,AF383326,P50_74,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1554,P50,1341,AF383327,P50_3,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1555,P50,1341,AF383328,P50_8,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1556,P50,1341,AF383329,P50_80,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1557,P50,1341,AF383330,P50_11,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1558,P50,1341,AF383331,P50_2,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1559,P50,1341,AF383332,P50_6,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1560,P50,1341,AF383333,P50_72,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1561,P50,1341,AF383334,P50_68,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1562,P50,1341,AF383335,P50_13,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1563,P50,1341,AF383336,P50_13,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1564,P50,1341,AF383337,P50_4,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1565,P50,1341,AF383338,P50_61,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1566,P50,1341,AF383339,P50_12,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1567,P50,1341,AF383340,P50_29,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1568,P50,1341,AF383341,P50_16,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1569,P50,1341,AF383342,P50_7,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1570,P50,1341,AF383343,P50_15,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1571,P50,1341,AF383344,P50_1,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1572,P55,1343,AF383345,P55_42,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1573,P55,1343,AF383346,P55_14,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1574,P55,1343,AF383347,P55_6,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1575,P55,1343,AF383348,P55_9,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1576,P55,1343,AF383349,P55_13,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1577,P55,1343,AF383350,P55_12,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1578,P55,1343,AF383351,P55_16,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1579,P55,1343,AF383352,P55_13,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1580,P55,1343,AF383353,P55_38,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1581,P55,1343,AF383354,P55_40,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1582,P55,1343,AF383355,P55_12,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1583,P55,1343,AF383356,P55_11,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1584,P55,1343,AF383357,P55_9,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1585,P55,1343,AF383358,P55_83,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1586,P55,1343,AF383359,P55_3,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1587,P55,1343,AF383360,P55_78,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1588,P55,1343,AF383361,P55_4,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1589,P55,1343,AF383362,P55_80,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1590,P55,1343,AF383363,P55_1,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1591,P55,1343,AF383364,P55_7,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1592,P55,1343,AF383365,P55_18,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1593,P55,1343,AF383366,P55_15,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1594,P55,1343,AF383367,P55_4,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1595,P55,1343,AF383368,P55_39,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1596,P55,1343,AF383369,P55_17,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1597,P55,1343,AF383370,P55_10,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1598,P55,1343,AF383371,P55_41,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1599,P55,1343,AF383372,P55_8,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1600,P55,1343,AF383373,P55_11,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1601,P55,1343,AF383374,P55_82,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1602,P55,1343,AF383375,P55_19,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1603,P55,1343,AF383376,P55_86,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1604,P55,1343,AF383377,P55_72,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1605,P55,1343,AF383378,P55_11,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1606,P55,1343,AF383379,P55_41,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1607,P55,1343,AF383380,P55_10,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1608,P55,1343,AF383381,P55_3,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1609,P55,1343,AF383382,P55_6,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1610,P55,1343,AF383383,P55_85,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1611,P55,1343,AF383384,P55_2,PLV,HIV-1,M,A,UGANDA,,7044,7310,258,HIV-1
1612,P59,13962,AF383461,P59_15,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1613,P59,13962,AF383462,P59_9,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1614,P59,13962,AF383463,P59_65,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1615,P59,13962,AF383464,P59_70,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1616,P59,13962,AF383465,P59_37,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1617,P59,13962,AF383466,P59_7,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1618,P59,13962,AF383467,P59_1,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1619,P59,13962,AF383468,P59_17,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1620,P59,13962,AF383469,P59_13,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1621,P59,13962,AF383470,P59_9,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1622,P59,13962,AF383471,P59_18,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1623,P59,13962,AF383472,P59_66,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1624,P59,13962,AF383473,P59_12,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1625,P59,13962,AF383474,P59_3,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1626,P59,13962,AF383475,P59_23,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1627,P59,13962,AF383476,P59_15,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1628,P59,13962,AF383477,P59_68,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1629,P59,13962,AF383478,P59_46,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1630,P59,13962,AF383479,P59_26,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1631,P59,13962,AF383480,P59_20,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1632,P59,13962,AF383481,P59_49,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1633,P59,13962,AF383482,P59_15,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1634,P59,13962,AF383483,P59_24,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1635,P59,13962,AF383484,P59_25,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1636,P59,13962,AF383485,P59_17,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1637,P59,13962,AF383486,P59_44,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1638,P59,13962,AF383487,P59_18,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1639,P59,13962,AF383488,P59_62,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1640,P59,13962,AF383489,P59_21,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1641,P59,13962,AF383490,P59_47,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1642,P59,13962,AF383491,P59_16,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1643,P59,13962,AF383492,P59_69,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1644,P59,13962,AF383493,P59_71,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1645,P59,13962,AF383494,P59_6,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1646,P59,13962,AF383495,P59_36,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1647,P59,13962,AF383496,P59_48,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1648,P59,13962,AF383497,P59_46,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1649,P59,13962,AF383498,P59_63,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1650,P59,13962,AF383499,P59_17,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1651,P59,13962,AF383500,P59_10,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
1652,P64,1336,AF383501,P64_118,PLV,HIV-1,M,A,UGANDA,,7044,7310,261,HIV-1
