sequenceID	taxonomy	locus_numeric_id	classifier	taxonomy.locus_numeric_id	organism	erv_structure	original	locus_structure	sequence_length	scaffold	orientation	extract_start	extract_end	assigned_name	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings
ERV-MELV.3-Neovison_vison-provirus	MELV	3	ERV	MELV.3	Neovison_vison	provirus	3	pol[MELVmpf(-)]-gag[MELVmpf(-)]-LTR[MELVmpf(-)]	8076	FNWR01000502.1	-	623296	631371	MelV	417	1029	6198	8036	613	815	77.814	0	1	0
ERV-MELV.4-Neovison_vison-provirus	MELV	4	ERV	MELV.4	Neovison_vison	provirus	4	LTR[MELVmpf(+)]-pol[MELVmpf(+)]-env[MELVmpf(-)]-env[MELVmpf(+)]	6038	FNWR01000254.1	+	1512815	1518852	MelV	162	1205	432	3575	1051	1646	89.439	0	1	2
ERV-MELV.5-Neovison_vison-provirus	MELV	5	ERV	MELV.5	Neovison_vison	provirus	5	LTR[MELVmpf(-)]-env[MELVmpf(-)]-env[MELVmpf(-)]-vif[MELVmpf(-)]-vif[MELVmpf(-)]-pol[MELVmpf(-)]-LTR[MELVmpf(-)]	5668	FNWR01000348.1	-	132236	137903	MelV	1949	2421	2491	3921	478	756	78.243	0	1	2
ERV-MELV.6-Neovison_vison-LTR	MELV	6	ERV	MELV.6	Neovison_vison	solo LTR	6	LTR[MELVmpf(-)]	593	FNWR01000739.1	-	119961	120553	MelV	53	194	155	589	145	251	88.966	7.84	80	1
ERV-MELV.7-Neovison_vison-LTR	MELV	7	ERV	MELV.7	Neovison_vison	solo LTR	7	LTR[MELVmpf(+)]	581	FNWR01000285.1	+	842947	843527	MelV	53	194	155	580	142	214	85.915	4.37	67	0
ERV-MELV.8-Neovison_vison-LTR	MELV	8	ERV	MELV.8	Neovison_vison	solo LTR	8	LTR[MELVmpf(+)]	580	FNWR01000802.1	+	3207	3786	MelV	44	194	133	579	151	235	82.781	2.92	74	1
ERV-MELV.9-Neovison_vison-LTR	MELV	9	ERV	MELV.9	Neovison_vison	solo LTR	9	LTR[MELVmpf(-)]	530	FNWR01000825.1	-	87724	88253	MelV	53	194	155	529	142	198	76.056	2.45	65	1
ERV-MELV.10-Neovison_vison-LTR	MELV	10	ERV	MELV.10	Neovison_vison	solo LTR	10	LTR[MELVmpf(-)]	525	FNWR01000208.1	-	1932183	1932707	MelV	2864	3019	2	523	189	121	47.619	9.84	35	5
ERV-MELV.11-Neovison_vison-LTR	MELV	11	ERV	MELV.11	Neovison_vison	solo LTR	11	LTR[MELVmpf(-)]	514	FNWR01000120.1	-	97112	97625	MelV	53	171	140	499	120	186	81.667	1.59	57	1
ERV-MELV.12-Neovison_vison-LTR	MELV	12	ERV	MELV.12	Neovison_vison	solo LTR	12	LTR[MELVmpf(-)]	378	FNWR01000476.1	-	541690	542067	MelV	38	118	1	234	81	105	70.37	1.3	42	1
ERV-RELIK.1-Oryctolagus_cuniculus-provirus	RELIK	1	ERV	RELIK.1	Oryctolagus_cuniculus	provirus	1	gag[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]	4898	chr12	+	23005523	23010420	ELVgv	803	1075	1939	2757	276	175	36.232	2.81	65	4
ERV-RELIK.2-Oryctolagus_cuniculus-provirus	RELIK	2	ERV	RELIK.2	Oryctolagus_cuniculus	provirus	2	LTR[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]-LTR[RELIK(+)]-gag[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	31443	chrUn0420	+	104234	135676	RELiK	138	921	24675	27014	787	1198	89.835	0	1	3
ERV-RELIK.3-Oryctolagus_cuniculus-provirus	RELIK	3	ERV	RELIK.3	Oryctolagus_cuniculus	provirus	3	LTR[RELIK(-)]-LTR[RELIK(+)]	14158	chr16	+	19665137	19679294	RELiK	2859	2956	13863	14156	98	160	86.735	4.69	41	0
ERV-RELIK.1-Oryctolagus_cuniculus-provirus	RELIK	1	ERV	RELIK.1	Oryctolagus_cuniculus	provirus	4	LTR[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LEA[RELIK(-)]-LTR[RELIK(-)]	14075	chr18	-	43677893	43691967	RELiK	1189	1630	11098	12423	442	748	94.344	0	1	0
ERV-RELIK.3-Oryctolagus_cuniculus-provirus	RELIK	3	ERV	RELIK.3	Oryctolagus_cuniculus	provirus	5	LTR[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-LTR[RELIK(-)]	12183	chr15	-	66529089	66541271	RELiK	552	1060	1304	2794	512	776	87.5	0	1	3
ERV-RELIK.6-Oryctolagus_cuniculus-provirus	RELIK	6	ERV	RELIK.6	Oryctolagus_cuniculus	provirus	6	LTR[RELIK(-)]-LTR[RELIK(-)]	12142	chr15	-	86097964	86110105	RELiK	1	162	11685	12131	166	110	51.807	4.05	26	6
ERV-RELIK.7-Oryctolagus_cuniculus-provirus	RELIK	7	ERV	RELIK.7	Oryctolagus_cuniculus	provirus	7	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	12076	chr12	-	10124448	10136523	RELiK	971	1365	6839	8023	395	619	90.633	0	1	0
ERV-RELIK.8-Oryctolagus_cuniculus-provirus	RELIK	8	ERV	RELIK.8	Oryctolagus_cuniculus	provirus	8	LTR[RELIK(-)]-env[RELIK(-)]-tat[RELIK(-)]-Vif[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	8976	chrX	-	30935943	30944918	RELiK	55	789	152	2353	736	1133	91.848	0	1	3
ERV-RELIK.9-Oryctolagus_cuniculus-provirus	RELIK	9	ERV	RELIK.9	Oryctolagus_cuniculus	provirus	9	env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	8759	chr7	-	42946755	42955513	RELiK	281	847	671	2365	575	625	72.696	0	1	7
ERV-RELIK.10-Oryctolagus_cuniculus-provirus	RELIK	10	ERV	RELIK.10	Oryctolagus_cuniculus	provirus	10	LTR[RELIK(+)]-gag[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]-LTR[RELIK(+)]	8689	chr13	+	39080385	39089073	RELiK	984	1389	3000	4214	406	648	90.64	0	1	1
ERV-RELIK.5-Oryctolagus_cuniculus-provirus	RELIK	5	ERV	RELIK.5	Oryctolagus_cuniculus	provirus	11	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-LTR[RELIK(-)]	8401	chr4	-	89436702	89445102	RELiK	1856	2395	5140	6759	540	802	86.111	0	1	0
ERV-RELIK.12-Oryctolagus_cuniculus-provirus	RELIK	12	ERV	RELIK.12	Oryctolagus_cuniculus	provirus	12	LTR[RELIK(+)]-gag[RELIK(+)]-pol[RELIK(+)]-tat[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	8281	chr18	+	16862234	16870514	RELiK	2032	2828	5564	7960	799	1294	89.362	0	1	1
ERV-RELIK.13-Oryctolagus_cuniculus-provirus	RELIK	13	ERV	RELIK.13	Oryctolagus_cuniculus	provirus	13	env[RELIK(-)]-Vif[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]	8155	chrUn0002	-	11599487	11607641	RELiK	2075	2400	6158	7138	327	496	87.156	0	1	1
ERV-RELIK.14-Oryctolagus_cuniculus-provirus	RELIK	14	ERV	RELIK.14	Oryctolagus_cuniculus	provirus	14	pol[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-gag[RELIK(-)]-LEA[RELIK(-)]-LTR[RELIK(-)]	7703	chrUn0113	-	241307	249009	RELiK	840	1199	5386	6465	361	363	65.651	0	1	2
ERV-RELIK.15-Oryctolagus_cuniculus-provirus	RELIK	15	ERV	RELIK.15	Oryctolagus_cuniculus	provirus	15	LTR[RELIK(+)]-gag[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]-LTR[RELIK(+)]	7569	chrUn0420	+	530	8098	RELiK	162	1030	493	3075	869	1422	91.83	0	1	2
ERV-RELIK.16-Oryctolagus_cuniculus-provirus	RELIK	16	ERV	RELIK.16	Oryctolagus_cuniculus	provirus	16	LTR[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]-LTR[RELIK(+)]	7538	chrUn0280	+	316380	323917	RELiK	1178	1575	3888	5078	401	525	76.808	0	1	5
ERV-RELIK.17-Oryctolagus_cuniculus-provirus	RELIK	17	ERV	RELIK.17	Oryctolagus_cuniculus	provirus	17	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-LTR[RELIK(-)]	7484	chrUn0514	-	114056	121539	RELiK	363	792	1082	2365	430	646	81.163	0	1	2
ERV-RELIK.18-Oryctolagus_cuniculus-provirus	RELIK	18	ERV	RELIK.18	Oryctolagus_cuniculus	provirus	18	LTR[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	7344	chr13	+	61683277	61690620	RELiK	380	1172	1075	3453	793	1207	89.281	0	1	0
ERV-RELIK.19-Oryctolagus_cuniculus-provirus	RELIK	19	ERV	RELIK.19	Oryctolagus_cuniculus	provirus	19	LTR[RELIK(+)]-gag[RELIK(+)]-LTR[RELIK(+)]-LTR[RELIK(+)]	7343	chr21	+	5199232	5206574	RELiK	363	809	1077	2414	456	701	84.211	0	1	3
ERV-RELIK.20-Oryctolagus_cuniculus-provirus	RELIK	20	ERV	RELIK.20	Oryctolagus_cuniculus	provirus	20	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	7266	chr1	-	11680204	11687469	RELiK	37	553	1	1557	523	696	83.748	0	1	4
ERV-RELIK.21-Oryctolagus_cuniculus-provirus	RELIK	21	ERV	RELIK.21	Oryctolagus_cuniculus	provirus	21	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-gag[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	7181	chr5	-	26952	34132	RELiK	1174	1533	3446	4525	360	633	94.722	0	1	0
ERV-RELIK.22-Oryctolagus_cuniculus-provirus	RELIK	22	ERV	RELIK.22	Oryctolagus_cuniculus	provirus	22	env[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	6356	chrUn0227	-	265615	271970	RELiK	86	321	256	960	236	352	88.983	0	1	1
ERV-RELIK.23-Oryctolagus_cuniculus-provirus	RELIK	23	ERV	RELIK.23	Oryctolagus_cuniculus	provirus	23	gag[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]	6208	chrUn0451	+	110803	117010	RELiK	733	1359	1510	3387	627	294	39.872	2.39	82	1
ERV-RELIK.24-Oryctolagus_cuniculus-provirus	RELIK	24	ERV	RELIK.24	Oryctolagus_cuniculus	provirus	24	gag[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]	6170	chrUn0187	+	421872	428041	RELiK	733	994	1504	2286	262	174	42.366	1.41	50	1
ERV-RELIK.25-Oryctolagus_cuniculus-provirus	RELIK	25	ERV	RELIK.25	Oryctolagus_cuniculus	provirus	25	env[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]	6127	chr3	-	58756218	58762344	RELiK	303	748	301	1620	446	616	80.942	0	1	1
ERV-RELIK.26-Oryctolagus_cuniculus-provirus	RELIK	26	ERV	RELIK.26	Oryctolagus_cuniculus	provirus	26	env[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LTR[RELIK(-)]	5584	chrUn0227	-	471412	476995	RELiK	3	321	6	959	333	393	73.874	9.54	171	5
ERV-RELIK.27-Oryctolagus_cuniculus-provirus	RELIK	27	ERV	RELIK.27	Oryctolagus_cuniculus	provirus	27	LTR[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]-LTR[RELIK(+)]	5555	chrUn0119	+	576246	581800	RELiK	775	1335	765	2429	564	790	85.816	0	1	4
ERV-RELIK.28-Oryctolagus_cuniculus-provirus	RELIK	28	ERV	RELIK.28	Oryctolagus_cuniculus	provirus	28	pol[RELIK(+)]-env[RELIK(+)]	5121	chrX	+	94601011	94606131	RELiK	1471	1727	1918	2685	257	155	45.136	4.26	40	1
ERV-RELIK.29-Oryctolagus_cuniculus-provirus	RELIK	29	ERV	RELIK.29	Oryctolagus_cuniculus	provirus	29	LTR[RELIK(-)]-rev[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]	4796	chrUn0091	-	936830	941625	RELiK	1304	1533	1446	2135	230	430	94.783	0	1	0
ERV-RELIK.30-Oryctolagus_cuniculus-provirus	RELIK	30	ERV	RELIK.30	Oryctolagus_cuniculus	provirus	30	rev[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-gag[RELIK(-)]	4671	chr17	-	59887678	59892348	RELiK	2275	2744	3087	4520	491	624	73.116	0	1	6
ERV-RELIK.18-Oryctolagus_cuniculus-provirus	RELIK	18	ERV	RELIK.18	Oryctolagus_cuniculus	provirus	31	LTR[RELIK(+)]-pol[RELIK(+)]-LTR[RELIK(+)]	4497	chr1	+	53025611	53030107	RELiK	536	907	1928	3043	372	595	94.086	0	1	0
ERV-RELIK.32-Oryctolagus_cuniculus-provirus	RELIK	32	ERV	RELIK.32	Oryctolagus_cuniculus	provirus	32	env[RELIK(-)]-gag[RELIK(-)]	4408	chrUn0072	-	249681	254088	RELiK	200	629	2	1297	433	223	43.649	7.74	61	3
ERV-RELIK.33-Oryctolagus_cuniculus-provirus	RELIK	33	ERV	RELIK.33	Oryctolagus_cuniculus	provirus	33	env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]	4199	chr18	-	43537405	43541603	RELiK	1494	1636	2438	2866	143	80.1	44.755	8.87	28	0
ERV-RELIK.14-Oryctolagus_cuniculus-provirus	RELIK	14	ERV	RELIK.14	Oryctolagus_cuniculus	provirus	34	pol[RELIK(-)]-gag[RELIK(-)]	4113	chr12	-	63167893	63172005	RELiK	752	1123	1675	2790	372	226	43.011	5.96	62	0
ERV-RELIK.15-Oryctolagus_cuniculus-provirus	RELIK	15	ERV	RELIK.15	Oryctolagus_cuniculus	provirus	35	gag[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	3908	chr18	+	4142412	4146319	RELiK	451	619	733	1245	171	117	46.199	7.67	49	1
ERV-RELIK.36-Oryctolagus_cuniculus-provirus	RELIK	36	ERV	RELIK.36	Oryctolagus_cuniculus	provirus	36	rev[RELIK(-)]-env[RELIK(-)]-tat[RELIK(-)]-Vif[RELIK(-)]-pol[RELIK(-)]	3769	chrUn1247	-	14791	18559	RELiK	2418	2744	2644	3633	330	505	84.545	3.02	159	1
ERV-RELIK.37-Oryctolagus_cuniculus-provirus	RELIK	37	ERV	RELIK.37	Oryctolagus_cuniculus	provirus	37	rev[RELIK(-)]-env[RELIK(-)]-tat[RELIK(-)]-Vif[RELIK(-)]-pol[RELIK(-)]	3765	chrUn0163	-	111410	115174	RELiK	2140	2744	1791	3626	612	889	82.68	0	1	2
ERV-RELIK.38-Oryctolagus_cuniculus-provirus	RELIK	38	ERV	RELIK.38	Oryctolagus_cuniculus	provirus	38	pol[RELIK(+)]-Vif[RELIK(+)]-tat[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]	3763	chrUn0358	+	33935	37697	RELiK	2140	2518	1794	2939	383	529	78.851	0	1	2
ERV-RELIK.39-Oryctolagus_cuniculus-provirus	RELIK	39	ERV	RELIK.39	Oryctolagus_cuniculus	provirus	39	pol[RELIK(+)]-Vif[RELIK(+)]-env[RELIK(+)]-rev[RELIK(+)]	3744	chrUn0150	+	614483	618226	RELiK	1641	2155	176	1840	557	717	78.815	0	1	3
ERV-RELIK.14-Oryctolagus_cuniculus-provirus	RELIK	14	ERV	RELIK.14	Oryctolagus_cuniculus	provirus	40	pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]	3645	chrUn0129	+	5782	9426	RELiK	1174	1340	3	503	167	100	43.713	1.12	23	0
ERV-RELIK.41-Oryctolagus_cuniculus-provirus	RELIK	41	ERV	RELIK.41	Oryctolagus_cuniculus	provirus	41	LTR[RELIK(+)]-gag[RELIK(+)]-gag[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	3555	chrUn0014	+	1663503	1667057	RELiK	163	258	284	556	97	83.2	53.608	8.12	38	2
ERV-RELIK.42-Oryctolagus_cuniculus-provirus	RELIK	42	ERV	RELIK.42	Oryctolagus_cuniculus	provirus	42	gag[RELIK(+)]-pol[RELIK(+)]	3316	chrUn1041	+	29598	32913	RELiK	846	1036	1906	2478	191	341	90.576	0	1	0
ERV-RELIK.43-Oryctolagus_cuniculus-provirus	RELIK	43	ERV	RELIK.43	Oryctolagus_cuniculus	provirus	43	LTR[RELIK(+)]-gag[RELIK(+)]	2465	chr2	+	71788578	71791042	RELiK	354	729	1050	2177	386	499	79.793	0	1	4
ERV-RELIK.44-Oryctolagus_cuniculus-provirus	RELIK	44	ERV	RELIK.44	Oryctolagus_cuniculus	provirus	44	env[RELIK(-)]-pol[RELIK(-)]	2326	chrUn0072	-	818702	821027	RELiK	1471	1727	982	1752	257	155	45.136	5.11	41	0
ERV-RELIK.45-Oryctolagus_cuniculus-provirus	RELIK	45	ERV	RELIK.45	Oryctolagus_cuniculus	provirus	45	env[RELIK(-)]-tat[RELIK(-)]-Vif[RELIK(-)]-pol[RELIK(-)]	1997	chrUn1117	-	19295	21291	RELiK	1641	1941	176	1207	345	428	73.913	0	1	2
ERV-RELIK.46-Oryctolagus_cuniculus-provirus	RELIK	46	ERV	RELIK.46	Oryctolagus_cuniculus	provirus	46	gag[RELIK(-)]-LTR[RELIK(-)]	1562	chrUn0218	-	363039	364600	RELiK	288	469	689	1234	182	282	85.714	0	1	0
ERV-RELIK.47-Oryctolagus_cuniculus-provirus	RELIK	47	ERV	RELIK.47	Oryctolagus_cuniculus	provirus	47	LTR[RELIK(+)]-gag[RELIK(+)]	1545	chrUn0218	+	54557	56101	RELiK	55	284	1	687	230	305	86.087	0	1	1
ERV-RELIK.48-Oryctolagus_cuniculus-provirus	RELIK	48	ERV	RELIK.48	Oryctolagus_cuniculus	provirus	48	LTR[RELIK(+)]-gag[RELIK(+)]-gag[RELIK(+)]	1363	chr5	+	304082	305444	RELiK	269	482	711	1361	223	266	75.336	3.37	167	3
ERV-RELIK.49-Oryctolagus_cuniculus-provirus	RELIK	49	ERV	RELIK.49	Oryctolagus_cuniculus	provirus	49	LTR[RELIK(-)]-LTR[RELIK(-)]	1291	chr2	-	17042361	17043651	RELiK	2861	2917	152	322	57	104	91.228	1.35	28	0
ERV-RELIK.50-Oryctolagus_cuniculus-provirus	RELIK	50	ERV	RELIK.50	Oryctolagus_cuniculus	provirus	50	env[RELIK(+)]-rev[RELIK(+)]	1229	chrUn0172	+	549593	550821	RELiK	2379	2655	3	833	277	455	88.087	2.85	171	0
ERV-RELIK.51-Oryctolagus_cuniculus-provirus	RELIK	51	ERV	RELIK.51	Oryctolagus_cuniculus	provirus	51	LTR[RELIK(+)]-gag[RELIK(+)]-gag[RELIK(+)]	817	chr7	+	169798221	169799037	RELiK	163	258	284	556	97	83.2	53.608	2.43	20	2
ERV-RELIK.52-Oryctolagus_cuniculus-provirus	RELIK	52	ERV	RELIK.52	Oryctolagus_cuniculus	provirus	52	LTR[RELIK(-)]-LTR[RELIK(-)]	789	chr14	-	56652914	56653702	RELiK	2877	2953	549	779	77	97.4	88.312	2.23	25	0
ERV-RELIK.53-Oryctolagus_cuniculus-provirus	RELIK	53	ERV	RELIK.53	Oryctolagus_cuniculus	provirus	53	LTR[RELIK(+)]-LTR[RELIK(+)]	774	chrUn0043	+	448102	448875	RELiK	2842	2955	512	769	117	124	64.957	1.85	34	3
ERV-RELIK.54-Oryctolagus_cuniculus-provirus	RELIK	54	ERV	RELIK.54	Oryctolagus_cuniculus	provirus	54	LTR[RELIK(+)]-LTR[RELIK(+)]	607	chr4	+	84068570	84069176	RELiK	2861	2956	216	605	130	123	64.615	4.92	35	2
ERV-RELIK.55-Oryctolagus_cuniculus-provirus	RELIK	55	ERV	RELIK.55	Oryctolagus_cuniculus	provirus	55	rev[RELIK(+)]-LTR[RELIK(+)]	598	chrUn0280	+	347864	348461	RELiK	2824	2956	204	596	137	144	67.883	2.29	62	2
ERV-RELIK.56-Oryctolagus_cuniculus-LTR	RELIK	56	ERV	RELIK.56	Oryctolagus_cuniculus	solo LTR	56	LTR[RELIK(+)]-LTR[RELIK(+)]	581	chrUn0053	+	1145220	1145800	RELiK	2847	2956	106	579	158	154	62.658	6.2	46	2
ERV-RELIK.57-Oryctolagus_cuniculus-LTR	RELIK	57	ERV	RELIK.57	Oryctolagus_cuniculus	solo LTR	57	LTR[RELIK(-)]	542	chrUn0180	-	326032	326573	RELiK	2807	2913	20	337	107	139	77.57	6.52	41	1
ERV-RELIK.58-Oryctolagus_cuniculus-LTR	RELIK	58	ERV	RELIK.58	Oryctolagus_cuniculus	solo LTR	58	LTR[RELIK(-)]	535	chrUn0057	-	999622	1000156	RELiK	2807	2913	20	367	116	141	71.552	8.94	42	1
ERV-RELIK.59-Oryctolagus_cuniculus-LTR	RELIK	59	ERV	RELIK.59	Oryctolagus_cuniculus	solo LTR	59	LTR[RELIK(-)]	520	chrX	-	89466683	89467202	RELiK	2	111	2	331	110	170	83.636	1.44	61	0
ERV-RELIK.60-Oryctolagus_cuniculus-LTR	RELIK	60	ERV	RELIK.60	Oryctolagus_cuniculus	solo LTR	60	LTR[RELIK(-)]	506	chr1	-	31191453	31191958	RELiK	2792	2956	1	504	169	214	77.515	2.08	67	2
ERV-RELIK.61-Oryctolagus_cuniculus-LTR	RELIK	61	ERV	RELIK.61	Oryctolagus_cuniculus	solo LTR	61	LTR[RELIK(+)]	503	chrUn0047	+	1129369	1129871	RELiK	2792	2956	1	501	172	165	63.372	3.48	50	4
ERV-RELIK.62-Oryctolagus_cuniculus-LTR	RELIK	62	ERV	RELIK.62	Oryctolagus_cuniculus	solo LTR	62	LTR[RELIK(-)]	501	chr13	-	62266703	62267203	RELiK	2807	2956	20	499	164	179	71.341	2.85	55	3
ERV-RELIK.63-Oryctolagus_cuniculus-LTR	RELIK	63	ERV	RELIK.63	Oryctolagus_cuniculus	solo LTR	63	LTR[RELIK(+)]	501	chr12	+	91443792	91444292	RELiK	8	165	48	500	159	230	80.503	4.96	73	2
ERV-RELIK.64-Oryctolagus_cuniculus-LTR	RELIK	64	ERV	RELIK.64	Oryctolagus_cuniculus	solo LTR	64	LTR[RELIK(+)]	501	chr15	+	56625826	56626326	RELiK	2807	2956	20	499	160	151	70.625	1.83	45	2
ERV-RELIK.65-Oryctolagus_cuniculus-LTR	RELIK	65	ERV	RELIK.65	Oryctolagus_cuniculus	solo LTR	65	LTR[RELIK(+)]	500	chr16	+	44809739	44810238	RELiK	2807	2902	20	334	105	119	68.571	1.99	54	1
ERV-RELIK.66-Oryctolagus_cuniculus-LTR	RELIK	66	ERV	RELIK.66	Oryctolagus_cuniculus	solo LTR	66	LTR[RELIK(+)]	498	chr7	+	166604420	166604917	RELiK	1	122	1	369	123	142	83.74	3.09	42	1
ERV-RELIK.67-Oryctolagus_cuniculus-LTR	RELIK	67	ERV	RELIK.67	Oryctolagus_cuniculus	solo LTR	67	LTR[RELIK(-)]	498	chr1	-	27948609	27949106	RELiK	1	94	1	282	94	150	87.234	4.38	55	0
ERV-RELIK.68-Oryctolagus_cuniculus-LTR	RELIK	68	ERV	RELIK.68	Oryctolagus_cuniculus	solo LTR	68	LTR[RELIK(-)]	497	chr17	-	61877911	61878407	RELiK	2792	2956	1	495	176	184	67.614	4.31	57	4
ERV-RELIK.69-Oryctolagus_cuniculus-LTR	RELIK	69	ERV	RELIK.69	Oryctolagus_cuniculus	solo LTR	69	LTR[RELIK(-)]	496	chrUn0019	-	986400	986895	RELiK	1	165	1	495	165	228	86.667	2.57	72	0
ERV-RELIK.70-Oryctolagus_cuniculus-LTR	RELIK	70	ERV	RELIK.70	Oryctolagus_cuniculus	solo LTR	70	LTR[RELIK(+)]	496	chr18	+	69711232	69711727	RELiK	2799	2956	48	494	158	197	74.051	1.02	61	1
ERV-RELIK.71-Oryctolagus_cuniculus-LTR	RELIK	71	ERV	RELIK.71	Oryctolagus_cuniculus	solo LTR	71	LTR[RELIK(-)]	496	chrUn0072	-	604079	604574	RELiK	1	165	1	495	166	174	77.711	1.51	53	2
ERV-RELIK.72-Oryctolagus_cuniculus-LTR	RELIK	72	ERV	RELIK.72	Oryctolagus_cuniculus	solo LTR	72	LTR[RELIK(-)]	496	chr3	-	72687751	72688246	RELiK	2871	2956	237	494	86	141	90.698	6.34	60	0
ERV-RELIK.73-Oryctolagus_cuniculus-LTR	RELIK	73	ERV	RELIK.73	Oryctolagus_cuniculus	solo LTR	73	LTR[RELIK(-)]	495	chr3	-	133435038	133435532	RELiK	2799	2953	48	485	155	224	81.935	3.9	71	1
ERV-RELIK.74-Oryctolagus_cuniculus-LTR	RELIK	74	ERV	RELIK.74	Oryctolagus_cuniculus	solo LTR	74	LTR[RELIK(+)]	495	chr18	+	46961476	46961970	RELiK	2857	2956	194	493	100	173	92	2.77	56	0
ERV-RELIK.75-Oryctolagus_cuniculus-LTR	RELIK	75	ERV	RELIK.75	Oryctolagus_cuniculus	solo LTR	75	LTR[RELIK(+)]	495	chrX	+	20373258	20373752	RELiK	1	83	1	249	83	133	86.747	3.86	58	0
ERV-RELIK.76-Oryctolagus_cuniculus-LTR	RELIK	76	ERV	RELIK.76	Oryctolagus_cuniculus	solo LTR	76	LTR[RELIK(+)]	494	chr13	+	20774088	20774581	RELiK	1	136	1	408	136	195	88.971	1.01	60	0
ERV-RELIK.77-Oryctolagus_cuniculus-LTR	RELIK	77	ERV	RELIK.77	Oryctolagus_cuniculus	solo LTR	77	LTR[RELIK(+)]	494	chrUn1697	+	11636	12129	RELiK	8	100	48	299	93	122	77.419	3.8	37	1
ERV-RELIK.78-Oryctolagus_cuniculus-LTR	RELIK	78	ERV	RELIK.78	Oryctolagus_cuniculus	solo LTR	78	LTR[RELIK(-)]	494	chrUn0113	-	728578	729071	RELiK	1	114	1	342	114	157	88.596	1.28	49	0
ERV-RELIK.79-Oryctolagus_cuniculus-LTR	RELIK	79	ERV	RELIK.79	Oryctolagus_cuniculus	solo LTR	79	LTR[RELIK(+)]	492	chr12	+	29879813	29880304	RELiK	2875	2956	245	490	82	135	90.244	1.44	54	0
ERV-RELIK.80-Oryctolagus_cuniculus-LTR	RELIK	80	ERV	RELIK.80	Oryctolagus_cuniculus	solo LTR	80	LTR[RELIK(-)]	491	chr16	-	34924390	34924880	RELiK	2874	2956	241	489	83	105	86.747	1.06	43	0
