sequenceID	record_ID	organism	virus_subgenus	virus_clade	assigned_name	assigned_gene	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches
3186452_Lepus_timidus	3186452	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019671.1	24581633	24581793	161	-	215	90.683	4	60	336	496	1	161	161	0	15
3186400_Lepus_timidus	3186400	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019671.1	81823233	81823930	698	-	94	39.344	2	32	191	312	378	698	122	2	59
3233864_Lepus_timidus	3233864	Lepus_timidus	Non-primate	Lagomorph	RELIK	gag	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019671.1	81824009	81825251	1243	-	466	64.096	1	163	5	379	1	1125	376	2	133
3186440_Lepus_timidus	3186440	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019671.1	83871187	83871517	331	-	448	91.317	7	130	1	327	1	331	334	3	19
3186542_Lepus_timidus	3186542	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019671.1	114788614	114789070	457	-	375	88	5	108	1	321	1	319	325	6	29
3186458_Lepus_timidus	3186458	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019671.1	116035332	116035787	456	-	599	90.632	3	175	47	496	1	456	459	5	31
3233906_Lepus_timidus	3233906	Lepus_timidus	Non-primate	Lagomorph	RELIK	gag	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019672.1	2071901	2072780	880	+	330	76.667	1	112	199	438	1	717	240	1	55
3241327_Lepus_timidus	3241327	Lepus_timidus	Non-primate	Lagomorph	RELIK	pol	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019672.1	2072800	2074369	1570	+	531	88.704	3	179	70	369	1	903	301	1	33
3186468_Lepus_timidus	3186468	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019672.1	14600021	14600438	418	-	634	94.033	0	1	47	465	1	418	419	1	24
3233181_Lepus_timidus	3233181	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019672.1	17578225	17580672	2448	+	870	78.296	0	1	166	769	631	2448	622	6	101
3186523_Lepus_timidus	3186523	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019672.1	31162555	31162956	402	+	339	91.532	6	97	47	294	1	244	248	2	17
3186540_Lepus_timidus	3186540	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019672.1	35035801	35036259	459	+	451	91.975	8	131	1	322	1	322	324	3	22
3186472_Lepus_timidus	3186472	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019673.1	6935978	6936367	390	-	464	88.354	9	135	109	496	1	390	395	5	34
3227873_Lepus_timidus	3227873	Lepus_timidus	Non-primate	Lagomorph	RELIK	pol	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019673.1	36793786	36794484	699	+	282	72.65	2	89	876	1109	1	699	234	1	63
3186424_Lepus_timidus	3186424	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019673.1	36794628	36796110	1483	+	379	90.654	3	179	477	690	227	868	214	0	20
3186493_Lepus_timidus	3186493	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019673.1	36796139	36796562	424	+	628	93.396	0	1	73	496	1	424	424	0	28
3186555_Lepus_timidus	3186555	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019673.1	36805698	36806288	591	+	734	93.347	0	1	1	496	1	496	496	0	33
3241280_Lepus_timidus	3241280	Lepus_timidus	Non-primate	Lagomorph	RELIK	gag	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019673.1	36806291	36810968	4678	+	707	86.333	0	1	1	439	1	1317	439	0	60
3186384_Lepus_timidus	3186384	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019673.1	36811052	36811652	601	+	241	92.5	5	76	486	605	242	601	120	0	9
3186423_Lepus_timidus	3186423	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019673.1	36811663	36812483	821	+	269	92.614	6	99	606	781	1	528	176	0	13
3186459_Lepus_timidus	3186459	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019673.1	36812478	36812570	93	+	139	93.548	1	37	1	93	1	93	93	0	6
3186484_Lepus_timidus	3186484	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019673.1	36818323	36818818	496	+	739	93.548	0	1	1	496	1	496	496	0	32
3186364_Lepus_timidus	3186364	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019675.1	19984579	19984929	351	-	114	48.718	6	32	640	755	1	351	117	1	59
3233904_Lepus_timidus	3233904	Lepus_timidus	Non-primate	Lagomorph	RELIK	gag	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019675.1	19985741	19987001	1261	-	161	69.811	4	52	240	345	1	318	106	0	32
3186488_Lepus_timidus	3186488	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019675.1	45837353	45837747	395	+	529	91.139	3	154	109	496	1	395	395	1	28
3224156_Lepus_timidus	3224156	Lepus_timidus	Non-primate	Lagomorph	RELIK	gag	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019675.1	76393484	76394759	1276	+	379	62.462	3	142	1	324	1	972	325	2	120
3186363_Lepus_timidus	3186363	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019675.1	76395316	76395621	306	+	89	41.748	6	23	128	230	1	306	103	1	59
3186392_Lepus_timidus	3186392	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019675.1	76395773	76396551	779	+	103	43.2	3	26	704	828	405	779	125	0	71
3186513_Lepus_timidus	3186513	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019675.1	127407765	127407963	199	+	111	77.184	6	29	164	367	1	199	206	8	38
3186543_Lepus_timidus	3186543	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019675.1	151238159	151238579	421	-	357	89.789	2	102	47	322	1	284	284	3	21
3186465_Lepus_timidus	3186465	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019675.1	152672769	152672948	180	+	124	79.348	7	33	204	386	1	180	184	4	33
3186483_Lepus_timidus	3186483	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019675.1	158464860	158465312	453	+	628	91.886	0	1	47	496	1	453	456	3	28
3186438_Lepus_timidus	3186438	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	6189633	6189985	353	+	531	93.768	8	155	144	496	1	353	353	0	22
3186497_Lepus_timidus	3186497	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	27979629	27980023	395	-	462	88.101	3	134	109	496	1	395	395	2	40
3186442_Lepus_timidus	3186442	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	29232053	29232310	258	+	315	88.55	6	90	235	496	1	258	262	3	26
3186526_Lepus_timidus	3186526	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	33872785	33873233	449	-	364	87.926	1	104	1	320	1	309	323	5	22
3186548_Lepus_timidus	3186548	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	39299204	39299665	462	-	436	91.104	2	126	1	322	1	325	326	3	24
3186545_Lepus_timidus	3186545	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	40572395	40572797	403	-	291	86.477	2	82	47	322	1	266	281	8	18
3186479_Lepus_timidus	3186479	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	47640458	47640608	151	+	211	92.105	5	59	1	150	1	151	152	3	9
3186517_Lepus_timidus	3186517	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	47641007	47641158	152	+	248	96.053	4	70	345	496	1	152	152	0	6
3240588_Lepus_timidus	3240588	Lepus_timidus	Non-primate	Lagomorph	RELIK	gag	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019676.1	47641258	47646290	5033	+	841	94.36	0	1	2	462	1	1383	461	0	26
3186444_Lepus_timidus	3186444	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	47646766	47647261	496	+	734	93.36	0	1	1	496	1	496	497	2	31
3186475_Lepus_timidus	3186475	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	52801350	52801744	395	+	496	89.62	3	144	109	496	1	395	395	1	34
3186549_Lepus_timidus	3186549	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	52948899	52949132	234	-	259	95.652	3	73	336	496	74	234	161	0	7
3186482_Lepus_timidus	3186482	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019676.1	92507550	92507811	262	+	346	90.299	2	99	109	376	1	262	268	2	20
3186505_Lepus_timidus	3186505	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019677.1	112342102	112342417	316	+	409	89.969	3	118	178	496	1	316	319	3	29
3186489_Lepus_timidus	3186489	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019677.1	112821681	112822168	488	+	686	91.919	0	1	1	495	1	488	495	2	33
3186436_Lepus_timidus	3186436	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019678.1	2879848	2880312	465	+	638	91.213	0	1	1	478	1	465	478	1	29
3186429_Lepus_timidus	3186429	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019679.1	19655068	19655455	388	-	468	88.402	7	136	109	496	1	388	388	0	45
3186476_Lepus_timidus	3186476	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019679.1	26311841	26312276	436	+	553	89.333	2	161	47	496	1	436	450	6	34
3186514_Lepus_timidus	3186514	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019679.1	43363616	43363737	122	-	99	81.6	3	25	186	307	1	122	125	5	17
3186463_Lepus_timidus	3186463	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019679.1	45338264	45338713	450	-	654	92.905	0	1	47	496	1	450	451	2	30
3186449_Lepus_timidus	3186449	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019679.1	46824293	46824743	451	+	632	92.018	0	1	47	496	1	451	451	1	35
3186371_Lepus_timidus	3186371	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019680.1	60812455	60812826	372	-	119	45.968	3	33	705	828	1	372	124	0	67
3240594_Lepus_timidus	3240594	Lepus_timidus	Non-primate	Lagomorph	RELIK	pol	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019680.1	60812917	60816408	3492	-	370	53.989	0	1	4	375	1309	2427	376	6	166
3186430_Lepus_timidus	3186430	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019680.1	60816619	60816808	190	-	167	82.653	1	45	184	377	1	190	196	8	26
3186439_Lepus_timidus	3186439	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019680.1	90002580	90002892	313	+	346	86.624	3	99	183	496	1	313	314	1	41
3233182_Lepus_timidus	3233182	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019680.1	105336720	105337821	1102	-	211	43.505	2	64	464	784	1	966	331	8	168
3186366_Lepus_timidus	3186366	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019680.1	105338876	105339502	627	-	134	35.51	2	37	41	285	1	627	245	6	122
3233890_Lepus_timidus	3233890	Lepus_timidus	Non-primate	Lagomorph	RELIK	gag	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019680.1	105339539	105340896	1358	-	256	65.193	4	128	246	424	816	1358	181	1	61
3186447_Lepus_timidus	3186447	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019680.1	105341101	105341269	169	-	143	81.977	2	38	221	392	1	169	172	2	28
3186470_Lepus_timidus	3186470	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019680.1	117464717	117465024	308	-	409	90.584	3	118	189	496	1	308	308	0	29
3228066_Lepus_timidus	3228066	Lepus_timidus	Non-primate	Lagomorph	RELIK	pol	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019681.1	55751871	55752569	699	+	282	72.65	2	89	876	1109	1	699	234	1	63
3186416_Lepus_timidus	3186416	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019681.1	55752713	55754195	1483	+	375	90.187	1	179	477	690	227	868	214	0	21
3186495_Lepus_timidus	3186495	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019681.1	55754224	55754647	424	+	634	93.632	0	1	73	496	1	424	424	0	27
3186525_Lepus_timidus	3186525	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019681.1	58081531	58081933	403	-	318	88.172	7	91	47	322	1	266	279	6	17
3186531_Lepus_timidus	3186531	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019681.1	66534122	66534530	409	+	405	93.165	6	117	47	324	1	274	278	1	15
3240402_Lepus_timidus	3240402	Lepus_timidus	Non-primate	Lagomorph	RELIK	pol	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019681.1	88990318	88992874	2557	-	601	78.345	0	1	339	737	1376	2557	411	9	60
3171801_Lepus_timidus	3171801	Lepus_timidus	Non-primate	Lagomorph	RELIK	gag	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019681.1	88993848	88994012	165	-	108	94.545	4	31	1	55	1	165	55	0	3
3186509_Lepus_timidus	3186509	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019681.1	88994110	88994504	395	-	479	88.861	3	139	109	496	1	395	395	1	37
3186457_Lepus_timidus	3186457	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019681.1	90975146	90975553	408	+	431	86.52	9	125	109	496	1	408	408	5	35
3186473_Lepus_timidus	3186473	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019681.1	112914682	112914998	317	-	394	89.028	9	114	178	496	1	317	319	2	33
3186414_Lepus_timidus	3186414	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019681.1	112916638	112917631	994	-	264	91.25	3	144	551	710	1	480	160	0	14
3240817_Lepus_timidus	3240817	Lepus_timidus	Non-primate	Lagomorph	RELIK	pol	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019681.1	112918943	112920937	1995	-	1103	84.071	0	1	342	1007	1	1995	678	8	83
3240684_Lepus_timidus	3240684	Lepus_timidus	Non-primate	Lagomorph	RELIK	pol	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019681.1	112920988	112921458	471	-	254	80.368	2	80	179	338	1	471	163	2	23
3227929_Lepus_timidus	3227929	Lepus_timidus	Non-primate	Lagomorph	RELIK	gag	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019681.1	112921764	112923631	1868	-	307	86.813	0	1	105	286	314	859	182	0	24
3186432_Lepus_timidus	3186432	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019681.1	112923729	112924045	317	-	372	87.774	4	107	178	496	1	317	319	2	37
3186534_Lepus_timidus	3186534	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019681.1	117829668	117830126	459	+	449	91.667	3	130	1	324	1	324	324	0	27
3186448_Lepus_timidus	3186448	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019681.1	134527132	134527625	494	-	710	92.54	0	1	1	496	1	494	496	1	35
3186533_Lepus_timidus	3186533	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019682.1	6104130	6104649	520	+	531	94.236	1	154	14	360	1	347	347	0	20
3186537_Lepus_timidus	3186537	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019682.1	13719217	13719629	413	+	398	92.473	9	115	47	324	1	278	279	2	19
3186524_Lepus_timidus	3186524	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019682.1	22381582	22382034	453	+	470	93.168	2	136	1	322	1	319	322	1	19
3186441_Lepus_timidus	3186441	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019682.1	27065336	27065528	193	-	303	94.872	10	87	302	496	1	193	195	2	8
3186461_Lepus_timidus	3186461	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019682.1	27065540	27065902	363	-	494	91.413	1	143	1	361	1	360	361	1	30
3186481_Lepus_timidus	3186481	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019682.1	34154369	34154748	380	-	499	90.206	2	145	109	496	1	380	388	5	30
3186550_Lepus_timidus	3186550	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019682.1	105152720	105153139	420	-	357	90.909	2	102	47	321	21	282	275	1	12
3241377_Lepus_timidus	3241377	Lepus_timidus	Non-primate	Lagomorph	RELIK	pol	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019682.1	108239081	108242064	2984	+	803	78.977	0	1	20	547	1331	2908	528	2	109
3241179_Lepus_timidus	3241179	Lepus_timidus	Non-primate	Lagomorph	RELIK	pol	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019682.1	108243153	108246031	2879	+	533	89.761	0	1	817	1109	734	1612	293	0	30
3186415_Lepus_timidus	3186415	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019682.1	108246126	108246849	724	+	265	92.857	7	101	640	779	1	420	140	0	10
3186532_Lepus_timidus	3186532	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019682.1	109700324	109700752	429	-	268	83.654	8	76	17	321	1	291	312	7	23
3186434_Lepus_timidus	3186434	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019683.1	40337457	40337905	449	+	623	91.759	0	1	47	493	1	449	449	2	35
3186466_Lepus_timidus	3186466	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019683.1	51986848	51987333	486	-	652	90.763	0	1	1	496	1	486	498	5	32
3186486_Lepus_timidus	3186486	Lepus_timidus	Non-primate	Lagomorph	RELIK	LTR	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	UTR	CM019683.1	66511769	66512075	307	-	401	90.127	5	116	183	496	1	307	314	2	24
3241164_Lepus_timidus	3241164	Lepus_timidus	Non-primate	Lagomorph	RELIK	env	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019683.1	66513963	66515947	1985	-	568	90.03	0	1	484	814	1	993	331	0	33
3240428_Lepus_timidus	3240428	Lepus_timidus	Non-primate	Lagomorph	RELIK	pol	low_coverage	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	ORF	CM019683.1	66519702	66522539	2838	-	594	69.94	0	1	2	488	1292	2746	499	7	124
